1,Age,Gender,Education,Country,Ethnicity,NScore,EScore,OScore,AScore,CScore,Alcohol,Amphet,Amyl,Benzos,Caff,Cannabis,Choc,Coke,Crack,Ecstasy,Heroin,Ketamine,LSD,Meth,Mushrooms,Nicotine
469,35-44,Male,E7,UK,White,35,41,41,41,43,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
470,25-34,Male,E7,UK,White,25,51,55,48,42,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,1
471,45-54,Female,E2,USA,White,59,28,36,53,26,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1
472,18-24,Female,E7,UK,White,37,45,48,42,47,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
473,18-24,Male,E8,UK,Mixed-White/Black,27,55,53,50,55,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1
474,18-24,Female,E1,UK,White,39,40,45,51,42,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
475,35-44,Female,E5,USA,White,49,40,43,38,38,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1
476,55-64,Female,E7,UK,Mixed-White/Asian,33,46,47,42,45,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
477,45-54,Female,E7,USA,White,25,46,43,48,48,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
478,35-44,Male,E7,UK,White,52,33,50,31,39,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
479,35-44,Female,E6,UK,White,50,35,41,35,32,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1
480,25-34,Female,E7,UK,White,40,45,44,49,46,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
481,25-34,Female,E8,Australia,White,40,37,55,52,44,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
482,18-24,Male,E5,USA,White,47,34,45,34,37,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
483,35-44,Female,E7,Australia,White,46,41,48,42,46,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1
484,35-44,Male,E5,UK,White,29,39,48,44,52,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
485,25-34,Female,E7,UK,White,48,43,55,45,48,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1
486,35-44,Female,E2,UK,White,30,46,42,48,40,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
487,45-54,Female,E2,UK,White,31,42,35,50,36,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
488,25-34,Male,E4,Other,White,50,28,53,38,31,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1
489,35-44,Female,E4,USA,White,53,27,54,36,44,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1
490,25-34,Male,E2,UK,White,40,30,47,48,39,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1
491,18-24,Male,E1,UK,White,54,30,48,30,29,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
492,18-24,Male,E5,UK,White,26,47,52,34,31,1,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1
493,45-54,Female,E6,UK,White,42,45,49,41,36,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
494,18-24,Male,E4,UK,White,27,43,49,47,42,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1
495,18-24,Male,E6,UK,White,41,36,52,43,44,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1
496,18-24,Male,E5,UK,White,43,28,52,35,29,1,0,0,0,1,1,1,0,0,1,0,1,1,0,1,1
497,18-24,Male,E6,Other,Other,25,37,49,47,43,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
498,55-64,Male,E5,USA,White,28,41,50,47,48,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
499,25-34,Male,E8,UK,White,36,48,60,39,42,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
500,25-34,Male,E2,Other,White,35,36,52,46,36,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
501,55-64,Female,E5,UK,White,49,35,55,42,27,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
502,35-44,Female,E6,Republic of Ireland,White,36,43,40,38,49,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1
503,25-34,Female,E6,UK,White,30,39,36,43,39,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
504,18-24,Male,E5,USA,White,22,44,44,39,40,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1
505,55-64,Female,E6,Canada,White,36,38,44,38,46,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0
506,35-44,Male,E2,UK,White,35,40,44,43,45,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
507,45-54,Male,E6,Other,White,40,43,48,36,33,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
508,35-44,Male,E7,UK,White,31,44,52,38,46,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
509,25-34,Male,E7,UK,White,37,38,39,34,42,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1
510,35-44,Male,E2,UK,White,50,32,38,31,36,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
511,35-44,Female,E8,Other,White,26,47,44,45,43,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
512,35-44,Male,E7,UK,White,36,46,42,41,39,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
513,45-54,Female,E8,UK,White,40,43,45,42,44,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
514,18-24,Male,E5,UK,White,40,43,50,44,34,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1
515,55-64,Male,E2,USA,White,34,38,45,48,45,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1
516,35-44,Male,E2,UK,White,45,38,35,40,40,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
517,18-24,Female,E3,USA,White,23,52,49,44,44,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1
518,35-44,Female,E2,UK,White,34,41,41,32,44,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
519,25-34,Female,E8,UK,White,39,39,48,40,48,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
520,25-34,Male,E6,Other,White,41,36,47,42,36,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1
521,25-34,Male,E8,UK,White,34,42,37,50,53,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1
522,35-44,Female,E7,UK,White,38,38,39,38,48,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
523,45-54,Female,E2,Australia,White,42,38,40,40,43,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1
524,18-24,Male,E5,USA,White,36,42,46,34,41,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1
525,18-24,Male,E5,UK,White,33,43,45,38,32,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
526,35-44,Female,E1,UK,White,37,34,33,44,45,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
527,45-54,Female,E7,Australia,White,29,44,53,55,56,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0
528,55-64,Male,E4,UK,White,20,43,38,43,45,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
529,18-24,Male,E6,UK,White,45,30,44,30,31,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1
530,35-44,Male,E9,UK,White,42,39,45,47,29,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
531,25-34,Female,E6,UK,White,43,47,46,43,42,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
532,55-64,Male,E7,UK,White,45,40,50,30,46,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
533,45-54,Male,E7,UK,White,46,29,41,45,35,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1
534,18-24,Female,E7,UK,White,33,41,41,53,49,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
535,25-34,Male,E8,UK,White,32,39,41,32,37,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
536,35-44,Female,E8,UK,White,20,54,43,52,51,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
537,25-34,Female,E7,USA,White,45,40,52,29,38,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1
538,18-24,Female,E7,UK,White,49,45,39,49,37,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1
539,45-54,Female,E5,UK,Asian,43,38,37,48,35,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
540,35-44,Female,E7,UK,White,47,38,46,47,46,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
541,45-54,Male,E8,UK,White,24,48,45,47,53,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
542,45-54,Female,E7,UK,White,26,42,45,37,43,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
543,45-54,Female,E7,Other,Black,38,45,46,48,45,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
544,35-44,Male,E3,UK,White,43,45,52,35,34,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1
545,25-34,Female,E7,UK,White,44,44,39,38,44,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
546,18-24,Female,E2,UK,White,48,36,41,38,34,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
547,35-44,Female,E6,UK,White,51,41,43,47,36,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
548,45-54,Female,E5,USA,White,27,37,52,59,42,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
549,25-34,Female,E8,UK,White,20,35,39,40,54,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
550,18-24,Male,E7,UK,White,48,37,47,44,28,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
551,25-34,Female,E8,Other,White,25,47,47,39,41,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
552,18-24,Female,E7,UK,White,34,37,36,48,50,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
553,35-44,Female,E8,UK,White,28,48,47,36,49,1,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1
554,18-24,Female,E8,UK,White,52,29,45,48,44,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
555,25-34,Female,E8,Other,Mixed-White/Black,46,26,43,43,45,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
556,25-34,Female,E9,UK,White,42,43,43,43,50,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
557,45-54,Female,E8,UK,White,38,33,38,43,48,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
558,18-24,Female,E7,UK,White,34,38,48,42,44,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
559,25-34,Female,E7,UK,White,21,46,45,52,50,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
560,18-24,Female,E7,UK,White,31,39,42,49,41,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
561,45-54,Female,E7,UK,White,28,40,49,45,49,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
562,18-24,Female,E7,UK,White,46,41,41,45,45,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
563,35-44,Female,E7,UK,White,42,44,49,36,47,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
564,35-44,Female,E8,UK,Other,58,43,35,41,51,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
565,25-34,Female,E8,UK,White,44,42,42,31,40,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
566,45-54,Female,E5,UK,White,31,37,46,44,39,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1
567,45-54,Female,E8,UK,White,39,34,47,47,36,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
568,18-24,Female,E7,UK,White,45,47,39,49,46,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
569,18-24,Male,E7,UK,White,53,44,54,37,38,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
570,35-44,Male,E8,UK,White,46,34,45,41,42,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
571,35-44,Female,E9,UK,White,32,45,45,37,56,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
572,35-44,Female,E6,Australia,White,38,47,38,31,39,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
573,18-24,Female,E8,UK,White,21,52,45,50,53,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
574,35-44,Male,E6,UK,White,48,31,34,36,37,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
575,55-64,Female,E5,USA,White,27,46,49,39,39,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
576,35-44,Female,E7,UK,White,55,29,33,47,28,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
577,35-44,Male,E2,UK,White,20,45,35,40,49,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
578,25-34,Female,E8,UK,Other,44,42,47,47,48,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
579,25-34,Female,E7,UK,White,46,45,41,51,41,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
580,45-54,Female,E8,UK,White,46,39,48,50,51,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
581,18-24,Female,E8,UK,White,34,45,50,44,47,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
582,35-44,Female,E5,UK,White,25,40,38,43,27,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
583,18-24,Male,E5,UK,White,27,50,49,41,37,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1
584,35-44,Female,E6,UK,White,39,48,56,41,48,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
585,18-24,Female,E5,USA,White,42,40,42,46,39,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1
586,25-34,Male,E7,UK,White,33,41,44,35,47,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
587,18-24,Male,E6,UK,White,43,36,54,36,40,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
588,18-24,Male,E5,UK,White,39,42,44,48,28,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,1
589,25-34,Female,E2,UK,White,31,50,49,49,43,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1
590,55-64,Female,E5,USA,White,24,39,48,37,45,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
591,35-44,Male,E1,UK,White,30,40,42,39,46,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1
592,35-44,Female,E7,UK,White,40,37,44,32,52,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
593,35-44,Female,E6,USA,White,14,46,47,46,54,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1
594,25-34,Male,E6,Other,Mixed-White/Black,35,46,46,47,46,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1
595,35-44,Male,E2,UK,White,32,36,42,35,37,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0
596,45-54,Male,E6,Other,White,39,41,43,34,45,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
597,18-24,Male,E2,UK,White,23,45,51,49,48,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1
598,55-64,Female,E6,Canada,White,32,37,44,38,46,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0
599,45-54,Female,E6,USA,White,36,41,42,46,44,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
600,18-24,Male,E5,UK,White,41,39,48,43,35,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1
601,45-54,Female,E8,UK,White,43,36,42,54,43,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
602,18-24,Male,E5,USA,White,46,47,51,44,34,1,1,0,0,1,1,1,1,0,1,0,1,0,0,1,1
603,18-24,Male,E5,USA,White,41,28,38,29,46,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1
604,18-24,Male,E5,USA,White,54,33,51,39,34,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1
605,25-34,Male,E7,USA,White,29,34,43,33,43,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1
606,35-44,Female,E5,USA,White,40,42,48,49,45,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1
607,55-64,Female,E8,USA,White,15,47,57,51,34,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
608,18-24,Male,E7,UK,White,31,40,38,52,36,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
609,45-54,Male,E5,USA,White,35,40,52,55,41,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
610,25-34,Male,E7,UK,White,21,48,54,44,49,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0
611,55-64,Female,E6,Canada,White,48,34,36,50,30,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0
612,25-34,Male,E5,UK,White,27,46,52,44,37,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1
613,25-34,Male,E7,UK,White,29,42,42,51,46,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
614,35-44,Male,E7,UK,White,25,41,45,41,39,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0
615,25-34,Female,E8,UK,White,54,38,44,32,37,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1
616,25-34,Female,E1,USA,White,33,44,41,37,44,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1
617,35-44,Female,E8,UK,White,37,39,43,48,40,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
618,45-54,Female,E5,USA,White,46,41,45,39,34,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1
619,45-54,Male,E6,Republic of Ireland,White,27,48,44,39,47,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1
620,25-34,Female,E7,UK,White,35,47,52,44,42,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
621,55-64,Male,E8,UK,White,29,33,51,37,46,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
622,18-24,Male,E4,UK,White,41,30,43,52,28,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1
623,35-44,Male,E8,UK,White,27,44,45,34,44,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
624,35-44,Female,E8,UK,White,34,43,44,45,52,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
625,45-54,Female,E8,UK,White,32,40,43,41,31,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
626,35-44,Female,E9,UK,White,36,40,37,43,44,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
627,35-44,Female,E6,UK,White,32,36,42,37,44,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
628,35-44,Male,E7,UK,White,35,37,40,40,45,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
629,35-44,Male,E9,UK,White,21,33,35,54,46,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1
630,25-34,Female,E9,UK,White,48,32,37,53,44,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
631,45-54,Female,E9,UK,Mixed-White/Black,31,43,50,45,41,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
632,35-44,Female,E9,UK,White,41,38,56,45,49,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
633,18-24,Female,E7,UK,White,40,39,44,56,49,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
634,18-24,Female,E7,UK,White,48,37,37,37,47,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
635,25-34,Female,E8,UK,White,29,51,49,44,44,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
636,35-44,Female,E9,UK,White,48,41,46,36,37,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1
637,35-44,Male,E7,UK,White,28,38,45,50,38,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
638,45-54,Female,E7,UK,White,29,42,43,46,42,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
639,35-44,Female,E6,Canada,White,32,41,39,48,45,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
640,18-24,Female,E7,UK,White,33,36,36,42,52,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
641,25-34,Male,E2,UK,White,33,51,52,51,45,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1
642,45-54,Male,E7,UK,White,34,35,49,44,41,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
643,35-44,Male,E8,UK,White,29,46,52,56,53,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
644,25-34,Female,E8,UK,Black,26,44,44,51,50,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
645,25-34,Male,E5,UK,White,38,38,34,47,37,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1
646,45-54,Male,E7,UK,White,36,38,44,38,39,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
647,18-24,Female,E7,UK,White,31,39,44,42,47,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
648,18-24,Male,E5,USA,White,23,49,53,32,48,1,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1
649,35-44,Female,E8,USA,White,47,41,53,55,34,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1
650,25-34,Female,E7,UK,White,34,45,37,43,54,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
651,45-54,Female,E8,UK,White,31,53,59,53,43,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,1
652,25-34,Male,E8,UK,White,42,43,49,47,34,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
653,18-24,Male,E5,Australia,White,46,48,54,39,34,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
654,18-24,Male,E5,USA,White,29,44,46,44,42,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0
655,35-44,Female,E2,UK,White,32,46,41,46,49,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
656,25-34,Male,E8,Other,Other,31,51,43,42,34,1,0,0,0,1,1,1,0,1,1,0,1,1,0,1,1
657,45-54,Male,E5,Canada,White,48,36,48,35,33,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1
658,45-54,Male,E6,UK,White,47,30,55,40,31,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
659,18-24,Male,E8,UK,White,42,41,49,41,38,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
660,25-34,Male,E9,Republic of Ireland,White,28,49,57,37,39,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1
661,25-34,Female,E8,UK,Black,24,43,46,50,43,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
662,18-24,Female,E7,UK,White,33,32,41,42,51,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
663,25-34,Female,E7,UK,White,36,41,48,55,53,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
664,25-34,Female,E9,UK,White,48,31,44,34,31,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1
665,18-24,Male,E7,UK,White,32,37,50,45,38,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
666,25-34,Female,E9,UK,White,47,37,47,45,40,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
667,18-24,Male,E4,UK,White,19,38,47,42,35,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1
668,35-44,Male,E5,UK,White,45,35,54,41,44,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1
669,45-54,Male,E7,UK,White,21,53,47,45,39,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
670,25-34,Male,E5,UK,White,30,46,49,41,41,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1
671,18-24,Male,E6,UK,White,32,41,43,38,39,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1
672,35-44,Male,E6,UK,White,31,45,46,39,43,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
673,18-24,Male,E7,UK,White,33,40,55,48,48,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
674,18-24,Female,E5,UK,White,48,47,49,47,48,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
675,18-24,Female,E8,UK,Asian,44,35,42,39,34,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
676,35-44,Male,E6,UK,White,35,38,41,38,36,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1
677,18-24,Male,E6,UK,White,38,40,34,42,44,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
678,25-34,Male,E7,UK,White,41,38,49,39,37,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
679,18-24,Male,E5,UK,White,56,24,44,43,26,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
680,18-24,Female,E5,UK,White,42,38,42,35,51,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1
681,45-54,Male,E9,UK,White,38,34,45,43,26,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0
682,35-44,Male,E5,UK,White,24,40,37,39,43,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1
683,25-34,Male,E8,UK,White,49,27,49,45,46,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
684,35-44,Female,E7,UK,White,41,39,43,42,37,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0
685,35-44,Female,E6,UK,White,45,35,54,35,30,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1
686,25-34,Male,E7,Australia,White,32,41,51,40,36,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1
687,18-24,Female,E5,Canada,White,51,46,55,41,35,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
688,45-54,Female,E1,Australia,White,27,44,39,49,44,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
689,35-44,Male,E5,USA,White,46,47,44,35,46,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1
690,55-64,Female,E8,UK,White,44,35,43,43,41,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
691,55-64,Male,E5,UK,White,40,35,36,33,41,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
692,25-34,Female,E7,UK,White,34,39,39,44,45,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
693,45-54,Female,E8,UK,White,38,35,44,41,38,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
694,35-44,Male,E8,UK,White,25,38,47,46,46,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
695,35-44,Male,E6,UK,White,27,36,43,39,40,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
696,35-44,Female,E8,UK,White,34,37,46,51,53,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
697,55-64,Male,E7,UK,White,28,42,49,33,51,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
698,45-54,Female,E7,Canada,Other,21,38,53,53,42,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
699,35-44,Male,E7,USA,White,35,33,52,43,37,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1
700,55-64,Male,E5,UK,White,34,32,41,45,34,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
701,35-44,Female,E5,Other,White,45,41,49,37,43,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1
